artist_name,artist_id,track_name,track_id
Drake,3TVXtAsR1Inumwj472S9r4,Rich Flex,1bDbXMyjaUIooNwFE9wn0N
Drake,3TVXtAsR1Inumwj472S9r4,Major Distribution,46s57QULU02Voy0Kup6UEb
Drake,3TVXtAsR1Inumwj472S9r4,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Anti-Hero,0V3wPSX9ygBnCm8psDIegu
Drake,3TVXtAsR1Inumwj472S9r4,On BS,34tz0eDhGuFErIuW3q4mPX
Drake,3TVXtAsR1Inumwj472S9r4,Spin Bout U,2ZL7WZcjuYKi1KUDtp4kCC
Drake,3TVXtAsR1Inumwj472S9r4,Privileged Rappers,7l2nxyx7IkBX5orhkALg0V
Drake,3TVXtAsR1Inumwj472S9r4,Circo Loco,7GeTsDIc5ykNB6lORO6Cee
Drake,3TVXtAsR1Inumwj472S9r4,BackOutsideBoyz,0wshkEEcJUQU33RSRBb5dv
Drake,3TVXtAsR1Inumwj472S9r4,Broke Boys,45pUWUeEWGoSdH6UF162G8
Drake,3TVXtAsR1Inumwj472S9r4,Hours In Silence,0sSRLXxknVTQDStgU1NqpY
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4
Steve Lacy,57vWImR43h4CaDao012Ofp,Bad Habit,4k6Uh1HXdhtusDW5y8Gbvy
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Maroon,3eX0NZfLtGzoLUxPNvRfqm
Drake,3TVXtAsR1Inumwj472S9r4,Treacherous Twins,4Flfb4fGscN9kXPOduQLrv
Drake,3TVXtAsR1Inumwj472S9r4,Middle of the Ocean,410TZrK18uRjtsTunG14cl
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Karma,7KokYm8cMIXCsGVmUvKtqf
Sam Smith,2wY79sveU1sp5g7SokKOiI,Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG
Taylor Swift,06HL4z0CvFAxyc27GXpf02,"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t
Drake,3TVXtAsR1Inumwj472S9r4,Jumbotron Shit Poppin,2ZlABhxMMa43COmZ97kKsJ
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Bejeweled,3qoftcUZaUOncvIYjFSPdE
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h
Drake,3TVXtAsR1Inumwj472S9r4,More M’s,29YW2xXlo6Pc6M0SBTCXYN
Joji,3MZsBdqDrRTJihTHQrO6Dq,Die For You,26hOm7dTtBi0TdpDGl141t
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Vigilante Shit,1xwAWUI6Dj0WGC3KiUPN0O
