artist_name,artist_id,track_name,track_id,lyric,sentiment,sentiment_score
Drake,3TVXtAsR1Inumwj472S9r4,Rich Flex,1bDbXMyjaUIooNwFE9wn0N,"Go buy a zip of weed, hit the club
Pay for 'bout ten nigga to get in, we crunk, lit in this bitch, yeah

(Body up, yuh, yuh)
Know we walk around the world
(Body up, yuh, yuh)
Steppin' not givin' a damn 'bout where our feet land at

Yeah, get your ass mushed, smooshed (6ix)
Yeah, 21, the biggest

Put a nigga in the chicken wing, pussy

21, can you do some' for me? (21)
Can you hit a lil' rich flex for me? (21)
And 21, can you do sum' for me? (21, 21)
Drop some bars to my pussy ex to me
And 21 (21), can you do some' for me? (Yeah)
Can you talk to the opps necks for me? (Okay)
21, do your thing, 21, do your thing (21)
Do your thing, 21, do your thing

Yellow diamonds in the watch, this shit cost a lot
Never send a bitch your dot, that's how you get shot
I DM in Vanish Mode, I do that shit a lot
Took her panties off and this bitch thicker than a plot

All my exes ain't nothin', them hoes busted
If my opps ain't rappin', they ass duckin'
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,74.53
Drake,3TVXtAsR1Inumwj472S9r4,Major Distribution,46s57QULU02Voy0Kup6UEb,"No, no, no, no, no, no
No, no, no, no, no
Major distribution, man, my label on my dick, for real
Fucking with your friend and she ain't tell you y'all ain't shit, for real
I've been out here crushing on success, now she my bitch, for real
You say I'm persuasive, girl, but you can't spell that shit, for real

Hmm, hmm, in this mansion, I'm Macaulay Culkin
Paid in full, I'm Mekhi Phifer
Know you're tired, we just did dinner for three hours
Lying to me all night, buying Benz Benz's out of spite
Paid a hundred, ran up something light
Simple price to keep 'em out my life
Booby Trap, we need a business office
Magic City need a business office
29, I keep a business office
I'm in lovе with Houston, Dallas, Austin
Tell your guys to hold off on the team
Chains seem like they may need money for coffins
Cuban girl, a fan of ground coffee
Text me on the Signal, don't call me
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,83.47
Drake,3TVXtAsR1Inumwj472S9r4,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh,"I been out, late night creepin', should I slide on bitches?
Posted up with the militia
Niggas ain't switchin', mind on missions
Mind on pussy and millions, mind on pussy and millions
I'm tryna call a sex symbol to eat my kids up

They say more money, more problems (Will)
Bring on the problems (Will)
Bring on the problems (Will)
Bring on the motherfuckin' problems
They say more money, more problems
Bring on the problems
Bring on the problems
Bring on the motherfuckin' problems, ayy

Braided up and my two weeks up
Hit 'em then I get amnesia
Life ain't gettin' any easier
Flaca, Flacasita
I know that I'm not in love, she don't love me either
It's just hard to find the love, this shit keep on gettin' deeper

Who said it's cheaper to keep her?
I'd rather release her
Body ain't give her the wave like a feature
You know the procedure
Niggas is praying to God so we stay with the sweeper
I'm reppin' 4L with my twinny, so treacherous introduce y'all to the leader

Come to me with all the smoke
I like the money, for sure
But I love the hustle the most
She pretty, she show off her toes
And my Pateks, they came with a pole
Know this money bring envy and jealousy
I'm like, ""Fuck it, I want me some more""

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,85.92999999999999
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,"I have this thing where I get older but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift
All of the people I've ghosted stand there in the room

I should not be left to my own devices
They come with prices and vices
I end up in crises
Tale as old as time
I wake up screaming from dreaming
One day I'll watch as you're leaving
'Cause you got tired of my scheming
For the last time

It's me
Hi!
I'm the problem, it's me
At teatime
Everybody agrees
I'll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes I feel like everybody is a sexy baby
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,93.78999999999999
Drake,3TVXtAsR1Inumwj472S9r4,On BS,34tz0eDhGuFErIuW3q4mPX,"Yeah, whoa, whoa, whoa

I had to cut some niggas off, they didn't mean me no good
I come from the ghetto, so my trunk is in my hood
She wouldn't wear no panties 'round me even if she could
Gave out plenty spankings 'til they got it understood
Fuck the nosebleeds, baby, come sit on this wood
If you know it's tension, don't come 'round me like it's good
I got street smarts and you can't get this out no book
I can't right my wrongs, but I can still write these hooks

Oh, time to get exposed
You ain't been from 'round here, nigga, come get off your show
Savage said you pussy and he hit it on the nose
But that board is opеn, why you actin' like it's closed?
I don't know
Y'all be goin' in and out rеcessions
The same way that I be goin' in and out of Texas
Or in and out my sessions, or in and out her best friends
Or in and out these courtrooms, my lawyer like, ""Objection""

Yeah, whoa, whoa
All my bitches Spanish, boricua
Water on my neck, these diamonds came with coral reefer
She from overseas, I had to buy her a new visa
Met your wife in Vegas, but I hit her in Ibiza
She a supermodel, so she only eatin' Caesar
Used to date a rapper, but he acted like a diva
Niggas hustlin' backwards, out here ballin' with the reup

Popped an Adderall, I feel like I can lift a tree up
Seen too many cameras, so I never lift my ski up (yeah)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,92.92
Drake,3TVXtAsR1Inumwj472S9r4,Spin Bout U,2ZL7WZcjuYKi1KUDtp4kCC,"You gotta motherfuckin' feel this shit, boy
(BanBwoi)
Woah

I got feelings for you
Hope you ain't lovin' the crew
How many bodies you got?
Pray it ain't more than a few
Know that you dealt with some lames
When you was young and in school
He had to pop your cherry
But I got it wet like a pool

She got a new G-Wag'
She wanna hit Highlight Room and show it off
Got a new body, girl, show it off
This a Brazilian, I know it's soft
Toned up and she got a six-pack
Look like she used to play volleyball
American Express, you can have it all
Code to the safe, you can have it all

Fuck your main page, what's your Finsta? I wanna know the real you
You started dancin' to pay your tuition, girl, I wanna know what you been through
You want a boutique or you wanna sell hair, just let me know what you into
If you out in public, and he want your number, just tell him, ""My nigga'll spin you""
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,90.59
Drake,3TVXtAsR1Inumwj472S9r4,Privileged Rappers,7l2nxyx7IkBX5orhkALg0V,"Whoa, whoa, yeah
Look at me dead in my eyes, I know that you know that a — ain't lyin'
Too much respect, all of my shawty BDs, they know not to try it
Too much respect, I used to hand out CDs before they would buy it
Whoa, she love me so much, it seem like she biased
— Don't know how I live, but that's 'cause they live at the Hyatt, ayy
4L step team steppin' on — 'til it's quiet
He brought me the money sealed up, I still had to count it, I cannot just eye it

Whoa, whoa, whoa
Yeah, let's have sex in the bank, tell 'em to open the safe
I hate a privileged rapper who don't even know what it take
The diamonds, they hit like a rainbow, that's 'cause the necklace a Frank (purr)
Whoa, whoa, whoa
Yeah, let's have sex in the nine (let's do it)
Breakin' and bendin' her spine (let's do it, let's do it)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,94.73
Drake,3TVXtAsR1Inumwj472S9r4,Circo Loco,7GeTsDIc5ykNB6lORO6Cee,"(One more time)

I've been blowin' through the money like it grow on trees
I've been fuckin' on a French bitch, c'est la vie
I just put 'em on a jet, now they all Italian
Way I'm dressin', tell I've been to a thousand islands

This bitch lie 'bout gettin shots but she still a stallion
She don't even get the joke but she still smilin'
Every night, late night like I'm Jimmy Fallon
Crod' shoot from anywhere like he Ray Allen

Crody turn me up
Crody turn me up
Crody turn me up

Got a fur on a temp but got me burning up
Shorty say she graduated, she ain't learn enough
Play the album track one, 'kay I heard enough
Girl, the driver downstairs, better hurry up

Savage got a new stick, he wanna dirt it up
Touchdown in N.Y., turn the Mercer up
Ayy, Bottega shades with the grey tints
Introduce me to a nigga, yeah it make sense
Gotta put her on the team, got a grey Benz
Linking with the opps, bitch I did that shit for J Prince
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,85.2
Drake,3TVXtAsR1Inumwj472S9r4,BackOutsideBoyz,0wshkEEcJUQU33RSRBb5dv,"BackOutsideBoyz, totin a seventy on the strip, I'm ready to die (die)
Cutting the traction, bending the corner, bet I make shit glide (shh)
Tried to bring the drama to me, he ain't know how we cha-cha slide (yeah)
I'll never lose sleep over no bitch, way too much pride (yeah, yeah, yeah)
Fill it up in a briefcase, split this shit with the vibes (yeah, yeah)
Hm, hm, hm (pssh), hm (pssh)

Breaking a Brink's truck, my right wrist Van Cleef (Cleef)
I spent days in the East tryna figure if I'm geeked (huh, 'kay)
This bitch tweaking, talked too much while I was geeked, blew my peep (brr)
Fuckin' rap niggas' hoes, I'm on the street, this shit sweet (hey)
I went half a million on rosé and four million on my ice (hey, hey)
Couple million on my cars, I went Tyson, I'm too nice (hey, hey)
Nigga stopped me on the street, wanted to talk, so he asked my price (yeah, hey, 'kay)
The number was as high as me, I ain't gon' lie (yeah, okay)
I was fucking with this lil' woe, I think she bi (bi)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,76.05
Drake,3TVXtAsR1Inumwj472S9r4,Broke Boys,45pUWUeEWGoSdH6UF162G8,"Yeah, ayy
Hop in that bitch and I start the V
Snakes in the grass so they harder to see
My brother would give up his life to the O
He told me he gon' be a martyr for me
Said that she ready to come to the 6ix
I hit up Pauleen, the charter, the P

Ain't really lead but I'm back in (back in), I'm back in (back in), I'm back in (back in)
I'm ridin' around in Atlanta with Sav
'Cause that nigga been goin' harder than me
Nothin' had changed, I'm just harder to please
Ferrari is makin' an SUV
We ain't got a choice, we orderin' these
Shout out Noel for recordin' the V's

He know where this shit 'bout to go, 'cause nobody touchin' the flow
They say you alone at the top, but it's gotta be lonely below
You boys gettin' ready to diss, but don't even mention the O
And don't even mention a foe unless you boys tryna go broke

Whoa, I got more stripes than Adidas
(Yeah, I got the stripes, but fuck Adidas, nigga)
I don't chase bitches, I leave 'em
(Hoes screamin' like I'm Justin Bieber, nigga)
I don't get mad, I get even
(Hit you niggas like a buzzer beater, nigga)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,38.47
