artist_name,artist_id,track_name,track_id,lyric,sentiment,sentiment_score
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,New Rules,2ekn2ttSfGqwhhate0LSR0,"One, one, one, one, one

Talkin' in my sleep at night, makin' myself crazy
(Out of my mind, out of my mind)
Wrote it down and read it out, hopin' it would save me
(Too many times, too many times)

My love
He makes me feel like nobody else, nobody else
But my love
He doesn't love me, so I tell myself, I tell myself

One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone
Two: Don't let him in, you'll have to kick him out again
Three: Don't be his friend
You know you're gonna wake up in his bed in the mornin'
And if you're under him, you ain't gettin' over him

I got new rules, I count 'em
I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em
I gotta tell them to myself
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,46.67
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,"Everything's been so messed up here lately
Pretty sure he don't wanna be my baby
Oh, he don't love me, he don't love me
He don't love me, he don't love me

But that's okay
'Cause I love me, yeah, I love me
Yeah, I love me
Yeah, I love myself anyway
Hey

Everything's gonna be alright
Everything's gonna be okay
It's gonna be a good, good, life
That's what my therapist say
Everything's gonna be alright
Everything's gonna be just fine
It's gonna be a good, good life

I'm a mess, I'm a loser
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.32
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,IDGAF,76cy1WJvNGJTj78UqeA5zr,"You call me all friendly
Telling me how much you miss me
That's funny, I guess you've heard my songs
Well, I'm too busy for your business
Go find a girl who wants to listen
'Cause if you think I was born yesterday
You have got me wrong

So I cut you off
I don't need your love
'Cause I already cried enough
I've been done
I've been moving on, since we said goodbye
I cut you off
I don't need your love, so you can try all you want
Your time is up, I'll tell you why

You say you're sorry
But it's too late now
So save it, get gone, shut up
'Cause if you think I care about you now
Well, boy, I don't give a fuck

I remember that weekend
When my best friend caught you creeping
You blamed it all on the alcohol
So I made my decision
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,95.89
Sia,5WUlDfRSoLAfcVSX1WnrxN,Elastic Heart,6kwAbEjseqBob48jCus7Sz,"And another one bites the dust
Oh, why can I not conquer love?
And I might've thought that we were one
Wanted to fight this war without weapons

And I wanted it, and I wanted it bad
But there were so many red flags
Now another one bites the dust
Yeah, let's be clear I'll trust no one

You did not break me

I'm still fighting for peace

I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
I may snap and I move fast
But you won't see me fall apart

'Cause I've got an elastic heart
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,96.5
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,"Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say ""thank you"" to Malcolm
'Cause he was an angel

One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look at what you taught me
And for that, I say

Thank you, next (next)
Thank you, next (next)
Thank you, next
I'm so grateful for my ex

Thank you, next (next)
Thank you, next (next)
Thank you, next (next)
I'm so

Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We're havin' better discussions
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.69
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,breathin,4OafepJy2teCjYJbvFE60J,"Some days, things just take
Way too much of my energy
I look up and the whole room's spinning
You take my cares away
I can so over-complicate, people tell me to medicate

Feel my blood running, swear the sky's falling
I know that all this -'s fabricated
Time goes by and I, can't control my mind
Don't know what else to try, but you tell me every time

Just keep breathin', and breathin', and breathin', and breathin'
And oh, I gotta keep, keep on breathin'
Just keep breathin', and breathin', and breathin', and breathin'
And oh, I gotta keep, keep on breathin', mmm-mmm

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,28.46
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,"Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry

So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up
I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)

I'm pickin' it up (Yeah), pickin' it up (Yeah)
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up

Ain't got no tears in my body
I ran out, but boy, I like it, I like it, I like it
Don't matter how, what, where, who tries it
We out here vibin', we vibin', we vibin'

Comin' out, even when it's rainin' down
Can't stop now, can't stop so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah

Right now, I'm in a state of mind
I wanna be in like all the time
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,93.44
Lorde,163tK9Wjr9P9DmM0AVK7lm,Green Light,3I4QOvltiKcMu3xmnQjEct,"I do my makeup in somebody else's car
We order different drinks at the same bars
I know about what you did and I wanna scream the truth
She thinks you love the beach, you're such a damn liar

Those great whites, they have big teeth
Hope they bite you
Thought you said that you would always be in love
But you're not in love no more
Did it frighten you
How we kissed when we danced on the light up floor?
On the light up floor

But I hear sounds in my mind
Brand new sounds in my mind
But honey I'll be seein' you 'ever I go
But honey I'll be seein' you down every road
I'm waiting for it, that green light, I want it

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Neutral,0.89
Hebe Tien,14bJhryXGk6H6qlGzwj3W5,He's Gone,2lmLoyUwFBWjzQbb4yiVjM,"I do my makeup in somebody else's car
We order different drinks at the same bars
I know about what you did and I wanna scream the truth
She thinks you love the beach, you're such a damn liar

Those great whites, they have big teeth
Hope they bite you
Thought you said that you would always be in love
But you're not in love no more
Did it frighten you
How we kissed when we danced on the light up floor?
On the light up floor

But I hear sounds in my mind
Brand new sounds in my mind
But honey I'll be seein' you 'ever I go
But honey I'll be seein' you down every road
I'm waiting for it, that green light, I want it

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",None,0.0
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Tonight I’m Getting Over You,471JtpRQ0oox9OoZcbB8OO,"I wanna smash your fears
And get drunken off your tears
Don't you share your smile with anyone else but me
I wanna touch your heart
I wanna crush it in my hands
Make you plead and cry
As you give up all the lies

We're not lovers
But more than friends
Put a flame to every single word you ever said
No more crying
To get me through
I'll keep dancing 'til the morning with somebody new
Tonight I'm getting over you

Tonight I'm getting over you
Tonight I'm getting over you
Tonight I'm getting over you
Over you
Over you
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,27.779999999999998
