artist_name,artist_id,track_name,track_id,lyric,sentiment,sentiment_score
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Rock Your Body,1AWQoqb9bSvzTjaLralEkT,"Don't be so quick to, walk away
Dance with me
I wanna rock your body
Please stay
Dance with me
You don't have to admit you, wanna play
Dance with me
Just let me rock you
'Til the break of day
Dance with me

Guy time, but I don't mind
Just wanna rock you girl
I'll have whatever you have
Come on, just give it a whirl
See I've been watchin' you
And I like the way you move
So go ahead, girl, just do
That ass shakin' thing you do

So you grab your girls
And you grab a couple more
And you all come meet me
In the middle of the floor
Said the air is thick, it's smellin' right
So you pass to the left and you sail to the right

Don't be so quick to, walk away
Dance with me
I wanna rock your body
Please stay
Dance with me
You don't have to admit you, wanna play
Dance with me
Just let me rock you
'Til the break of day
Dance with me

I don't mean no harm
Just wanna rock you girl
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,16.86
50 Cent,3q7HBObVc0L8jNeTe5Gofh,In Da Club,4RY96Asd9IefaL3X4LOLZ8,"Go, go, go, go, go, go
Go, shorty
It's your birthday
We gon' party like it's your birthday
We gon' sip Bacardi like it's your birthday
And you know we don't give a fuck it's not your birthday

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

You can find me in the club, bottle full of bub'
Look, mami, I got the X, if you into takin' drugs
I'm into havin' sex, I ain't into makin' love
So come give me a hug, if you into getting rubbed

When I pull out up front, you see the Benz on dubs
When I roll 20 deep, it's 20 knives in the club
Niggas heard I fuck with Dre, now they wanna show me love
When you sell like Eminem, and the hoes they wanna fuck
But, homie, ain't nothing change hoes down, G's up
I see Xzibit in the cut, that nigga roll that weed up
If you watch how I move, you'll mistake me for a playa or pimp
Been hit wit' a few shells, but I don't walk wit' a limp (I'm ight)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,38.04
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Just Dance,2x7MyWybabEz6Y6wvHuwGE,"RedOne
Konvict
Gaga (oh-oh, eh)

I've had a little bit too much, much
All of the people start to rush (start to rush by)
A dizzy twister dance
Can't find my drink or man
Where are my keys?
I lost my phone, phone

What's going on on the floor?
I love this record, baby, but I can't see straight anymore
Keep it cool
What's the name of this club?
I can't remember, but it's alright, alright

Just dance
Gonna be okay
Da-da-doo-doot-n, just dance
Spin that record, babe
Da-da-doo-doot-n, just dance
Gonna be okay
Da-da-da-dance, dance, dance
Just j-j-just dance

Wish I could shut my playboy mouth (oh, oh, oh)
How'd I turn my shirt inside out? (Inside out, right)
Control your poison, babe
Roses have thorns, they say
And we're all gettin' hosed tonight

What's going on on the floor?
I love this record, baby, but I can't see straight anymore
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,94.04
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,The Sweet Escape,66ZcOcouenzZEnzTJvoFmH,"Konvicted

(Woo hoo, yee hoo)
(Woo hoo, yee hoo)
(Woo hoo, yee hoo)

(Woo hoo, yee hoo) If I could escape
I would, but first of all, let me say
I must apologize for acting stank and treating you this way
'Cause I've been acting like sour milk all on the floor
It's your fault, you didn't shut the refrigerator
Maybe that's the reason I've been acting so cold

If I could escape (escape)
And recreate a place that's my own world (own world)
And I could be your favorite girl (forever)
Perfectly together
And tell me boy, now wouldn't that be sweet?
(The sweet escape)

If I could be sweet
Be sweet (Sorry boy)
I know I've been a real bad girl
Bad girl (I'll try to change)
I didn't mean for you to get hurt
(Whatsoever)
We can make it better
And tell me boy, now wouldn't that be sweet?
(Sweet escape, sweet escape)

(Woo hoo) I want to get away (yee hoo)
(Woo hoo) To our sweet escape (yee hoo)
(Woo hoo) I want to get away (yee hoo)
(Woo hoo) Yeah (yee hoo)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.45
Shakira,0EmeFodog0BfCgMzAIvKQp,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,"Ladies up in here tonight
No fighting
We got the refugees up in here (no fighting)
No fighting
Shakira, Shakira

I never really knew that she could dance like this
She make a man want to speak spanish
¿Cómo se llama? (Sí), bonita (sí)
Mi casa, su casa (Shakira, Shakira)

Oh, baby, when you talk like that
You make a woman go mad
So be wise (sí) and keep on (sí)
Reading the signs of my body (uno, dos, tres, cuatro)

I'm on tonight, you know my hips don't lie
And I'm starting to feel it's right
All the attraction, the tension
Don't you see, baby? This is perfection

Hey, girl, I can see your body moving
And it's driving me crazy
And I didn't have the slightest idea
Until I saw you dancing
And when you walk up on the dance floor nobody cannot
Ignore the way you move your body, girl (your body just move)
And everything's so unexpected
The way you right and left it
So you can keep on shaking it (let's go!)

I never really knew that she could dance like this
She make a man want to speak spanish
¿Cómo se llama? (Sí), bonita (sí)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,92.23
Usher,23zg3TcAtWQy7J6upgbUnj,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,"Peace up, A-Town down
Yeah! Okay
Lil Jon
Yeah, yeah, yeah, yeah, yeah, yeah!
Yeah, yeah, yeah, yeah, yeah, yeah!
Let's go!

I was up in the club with my homies, trying to get a lil V-I
Keep it down on the low key
You should know how it feels (Hey!)
I seen shorty, she was checking up on me
From the game she was spitting in my ear
You would think that she know me
I decided to chill (Okay!)
Conversation got heavy
She had me feeling like she's ready to blow (Watch out!)
Ohh! (Watch out)
She's saying, come get me
So I got up and followed her to the floor
She said, baby let's go
When I told her (Let's go!) I said

(Yeah!) Yeah!
Shorty got down low said, come and get me
(Yeah!) Yeah!
I got so caught up, I forgot she told me
(Yeah!) Yeah!
Her and my girl, they used to be the best of homies
(Yeah!) Yeah!
Next thing I knew, she was all up on me screaming
Yeah (Yeah!) yeah (Yeah!) yeah, yeah!
Yeah (Yeah!) yeah (Yeah!) yeah, yeah!

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.68
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,Family Affair,3aw9iWUQ3VrPQltgwvN9Xu,"Let's get it crunk upon
Have fun upon up in this dancery
We got ya'll open, now ya floatin'
So you gots to dance for me

Don't need no hateration, holleration
In this dancery
Let's get it perculatin' while you're waiting
So just dance for me

Come on everybody get on up
Cause you know we gots to get it crunk
Mary J. is in the spot tonight
And I'ma make you feel alright
(Make you feel alright)
Come on baby just party with me
Let loose and set your body free
Leave your situations at the door

So when you step inside, jump on the floor

Let's get it crunk upon
Have fun upon up In this dancery
We got ya'll open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery

Let's get it perculatin' while you're waiting
So just dance for me

It's only gonna be about a matter of time
Before you get loose and start to lose your mind
Cop you a drink, go 'head and rock your ice
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,89.96
Eminem,7dGJo4pcD2V6oG8kP0tJRR,"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,,Neutral,0.0
Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,Crazy,2N5zMZX7YeL1tico8oQxa9,"I remember when
I remember, I remember when I lost my mind
There was something so pleasant about that place
Even your emotions have an echo in so much space

And when you're out there without care
Yeah, I was out of touch
But it wasn't because I didn't know enough
I just knew too much

Does that make me crazy?
Does that make me crazy?
Does that make me crazy?
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,87.87
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,"Yeah, yeah, I'ma up at Brooklyn, now I'm down in Tribeca
Right next to De Niro, but I'll be hood forever
I'm the new Sinatra, and since I made it here
I can make it anywhere, yeah, they love me everywhere

I used to cop in Harlem, all of my Dominicanos
Right there up on Broadway, brought me back to that McDonald's
Took it to my stash spot, 560 State Street
Catch me in the Kitchen like a Simmons whipping pastry

Cruising down 8th Street, off-white Lexus
Driving so slow, but BK is from Texas
Me, I'm up at Bed-Stuy, home of that boy Biggie
Now I live on Billboard, and I brought my boys with me

Say what up to Ty Ty, still sipping mai tai
Sitting courtside, Knicks and Nets give me high fives
Nigga, I be spiked out, I can trip a referee
Tell by my attitude that I am most definitely from

In New York, concrete jungle where dreams are made, oh
There's nothing you can't do, now you're in New York
These streets will make you feel brand new
Big lights will inspire you, let's hear it for New York
New York, New York
(I made you hot, nigga)

Catch me at the X with OG at a Yankee game
Shit, I made the Yankee hat more famous than a Yankee can
You should know I bleed blue, but I ain't a Crip though
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,97.8
