artist_name,artist_id,track_name,track_id
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,New Rules,2ekn2ttSfGqwhhate0LSR0
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,IDGAF,76cy1WJvNGJTj78UqeA5zr
Sia,5WUlDfRSoLAfcVSX1WnrxN,Elastic Heart,6kwAbEjseqBob48jCus7Sz
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",2rPE9A1vEgShuZxxzR2tZH
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,breathin,4OafepJy2teCjYJbvFE60J
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo
Lorde,163tK9Wjr9P9DmM0AVK7lm,Green Light,3I4QOvltiKcMu3xmnQjEct
Hebe Tien,14bJhryXGk6H6qlGzwj3W5,He's Gone,2lmLoyUwFBWjzQbb4yiVjM
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Tonight I’m Getting Over You,471JtpRQ0oox9OoZcbB8OO
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,Love Myself,0xCmwofyCiXdhoBsMSNj2w
Sia,5WUlDfRSoLAfcVSX1WnrxN,Big Girls Cry,7zE6pyXLjUCOy8PG0UL5SZ
Emma Stone,68Uwx1d3EbjDJhYsLjqvIq,Someone In The Crowd,39ncDMVidHOeQgeC5anYZM
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Problem,7vS3Y0IKjde7Xg85LWIEdP
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Party For One,39YLC6osLe9btq1vpsDglx
Sia,5WUlDfRSoLAfcVSX1WnrxN,The Greatest,6bLopGnirdrilrpdVB6Um1
Taylor Swift,06HL4z0CvFAxyc27GXpf02,We Are Never Ever Getting Back Together,7AEAGTc8cReDqcbPoY9gwo
Taylor Swift,06HL4z0CvFAxyc27GXpf02,I Knew You Were Trouble.,72jCZdH0Lhg93z6Z4hBjgj
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Shake It Off,5xTtaWoae3wi06K5WfVUUH
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Cry Me a River,4dkuqcxZh4ljTMkY6q6ZEo
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,I'm with You,1jlG3KJ3gdYmhfuySFfpO1
Beyoncé,6vWDO969PvNqNYHIOW5v0m,Partition,2vPTtiR7x7T6Lr17CE2FAE
Halsey,26VFTg2z8YR0cCuwLzESi2,Hold Me Down,0xkRMasLtvGqw7AUli6b0e
Taylor Swift,06HL4z0CvFAxyc27GXpf02,You're Not Sorry,7zen3j1316Tsk5iEZuDOft
Katy Perry,6jJ0s89eD6GaHleKKya26X,The One That Got Away,4uQY80TKE1u4ZQZQKHzVEi
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,Do I Wanna Know?,3jfr0TF6DQcOLat8gGn7E2
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Feeling Myself,5fyIGoaaKelzdyW8ELhYJZ
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Love Yourself,50kpGaPAhYJ3sGmk6vplg0
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,You're Such A,78GykAuZzZEZz3qdHdOdZZ
Sia,5WUlDfRSoLAfcVSX1WnrxN,Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j
Daya,6Dd3NScHWwnW6obMFbl1BH,Hide Away,2hsza71y54ABzmabyNDtM4
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK
Halsey,26VFTg2z8YR0cCuwLzESi2,Haunting,6onmpB4WJxFj2oPR9vHVK9
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,Issues,0xG0SHshCStMEyNbNC5d4k
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ
Zedd,2qxJFvFYMEDqd7ui6kSAcq,The Middle,2ARqIya5NAuvFVHSN3bL0m
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,I Have Questions,3NgCzSW98SsqBdpYcnm4kv
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,Rock Bottom,2qxaR31Te4xDR2yO6LqM8z
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,Hell Nos And Headphones,4ToeppjiHi7kGMAVUvosv0
Bridgit Mendler,4VhL8KLjVso4vLfOLVViTb,City Lights,1OZEvLQ4MUrqcnuCWX7vW0
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,bury a friend,4SSnFejRGlZikf02HLewEF
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,Six Feet Under - Gazzo Remix,3UHa28GclZhNqqlaNFzKKY
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,bad guy,2Fxmhks0bxGSBdJ92vM42m
Sam Smith,2wY79sveU1sp5g7SokKOiI,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,我懷念的,7z2M7DsEjZjwXBkWG3zd21
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,克卜勒,15tD731GK0VYsmd1Im4C7q
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,当冬夜渐暖,1zABsjNknUjs26f9jW8jM8
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,愚人的国度,2gNW0NDW06O6ZqqwAFPkLZ
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,天黑黑,6Vdb5GA3Q0zlmrMfHjgUwi
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,開始懂了,429T9YKEYhMXvayWlSNhLK
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,When You're Gone,54JKnDB3CzVu8wNAOM27BI
A Fine Frenzy,5dTYaRzOn4rXGBLH052EeQ,Almost Lover,3GSYWQNnSdovwC2H8HpziA
Fish Leong,3aIDSTKS9yH745GUQBxDcS,我好嗎,3xaJcOD4T0U8m1AVvIoZIG
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Hands To Myself,7jGpa7ynADyaSmcprXgO7I
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Same Old Love,6itUc9sOq5is39AaPX5D6R
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,I Will Be,1ERza8JzFin9c3Keo8XQEX
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Keep Holding On,4UPcXTh26ilb7owtuyHqNI
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,I Can Do Better,5kyqKoOnHwvxk0bZLeK1kr
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,My Happy Ending,6sqNctd7MlJoKDOxPVCAvU
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,How You Remind Me,4H560RqZEEhrgOquGqTCvs
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Head Above Water,7gY3cyGcB2wnk2xDXiA0pe
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,I Fell In Love With The Devil,6HHtTXPyBTJsLQT0y3afnm
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Tell Me It's Over,0aeZzfSoZAcETjba8MCvco
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Souvenir,28H24GURvUF2PQ6275xudN
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Warrior,27wvjuKafcmKhoLcBcJ0uO
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Real Friends,4V6MRo0CEAC9MwAm7dkPuL
warner case,106OuakzOxxbXTuigEEf01,we should go,3BL9fu7oVGRGofjrwvzhQS
Eason Chan,2QcZxAgcs2I1q7CtCkl6MI,愛情轉移(國),5geqxGTn2dFte1KywqcXYq
G.E.M.,7aRC4L63dBn3CiLDuWaLSI,"很久以後 - 電影《可不可以,你也剛好喜歡我》主題曲",6lZKB76djHxzO0p2Y3E8vj
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,hate u love u,6ATgDc6e4sPn84hvJsAmPt
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH
Fish Leong,3aIDSTKS9yH745GUQBxDcS,分手快樂 - 獨唱版,0OrKSryMCjp44hkGwKRvwU
Hebe Tien,14bJhryXGk6H6qlGzwj3W5,小幸運,1ZeVIrCWzEmsJexkrgvjFv
Hebe Tien,14bJhryXGk6H6qlGzwj3W5,寂寞寂寞就好,4LhAUjPqfLpBVNYEdPd5Go
Joker Xue,1cg0bYpP5e2DNG0RgK2CMN,你还要我怎样,0kuKQQMx6L3efJuRVTgWQb
Kelly Yu,5R56NYbLCC2HpOwlYBnmeN,體面(電影《前任3:再見前任》插曲),7cE5ehlKJ3L9Ejhzm3udcF
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d
Calvin Harris,7CajNmpbOovFoOoasH2HaY,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6
Mao Buyi,6gvSKE72vF6N20LfBqrDmm,像我這樣的人,5VGIY7p4J5WPMCtXYWBdbX
Eminem,7dGJo4pcD2V6oG8kP0tJRR,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ
Charlotte Lawrence,7LImGq5KnzQobZciDJpeJb,Joke's On You,2D0FX6WiP1GKGL3yCdXxs7
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Back To December,3DrjZArsPsoqbLzUZZV1Id
Jodi Benson,4mmMtabvFCKA6HfmVmitNH,Part of Your World,7tUSJY4nsDBJTjd1UXKRsT
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Physical,5px6upUHM3fhOP621Edp4V
Gotye,2AsusXITU8P25dlRNhcAbG,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV
Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Break My Heart,1raaNykBg1bDnWENUiglUA
Maxence Cyrin,3NcPjvA2rp9FPj1JBAXwOS,Where Is My Mind,4jNQkWhuzqrbqQuqanFFJ6
Rachel Bay Jones,782wocBbKLROLTSPViayHH,So Big / So Small,5M2LiZ8SmRFWl1IJ0F7JNR
Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k,None Of My Business,2SPEg45ZaUFJCg9GwNmRvw
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q
Griff,5RJFJWYgtgWktosLrUDzff,Black Hole,6xw8ld1ztoCKifwTN6uGDq
Mika Nakashima,3D73KNJRMbV45N59E8IN0F,僕が死のうと思ったのは,2NOIV90vZjJEzbKiJyGZiS
